datum_id,dag,week,maand,kwartaal,jaar
261,18,37,9,3,2022
262,19,38,9,3,2022
263,20,38,9,3,2022
264,21,38,9,3,2022
265,22,38,9,3,2022
266,23,38,9,3,2022
267,24,38,9,3,2022
268,25,38,9,3,2022
269,26,39,9,3,2022
270,27,39,9,3,2022
271,28,39,9,3,2022
272,29,39,9,3,2022
273,30,39,9,3,2022
274,1,39,10,4,2022
275,2,39,10,4,2022
276,3,40,10,4,2022
277,4,40,10,4,2022
278,5,40,10,4,2022
279,6,40,10,4,2022
280,7,40,10,4,2022
281,8,40,10,4,2022
282,9,40,10,4,2022
283,10,41,10,4,2022
284,11,41,10,4,2022
285,12,41,10,4,2022
286,13,41,10,4,2022
287,14,41,10,4,2022
288,15,41,10,4,2022
289,16,41,10,4,2022
290,17,42,10,4,2022
291,18,42,10,4,2022
292,19,42,10,4,2022
293,20,42,10,4,2022
294,21,42,10,4,2022
295,22,42,10,4,2022
296,23,42,10,4,2022
297,24,43,10,4,2022
298,25,43,10,4,2022
299,26,43,10,4,2022
300,27,43,10,4,2022
301,28,43,10,4,2022
302,29,43,10,4,2022
303,30,43,10,4,2022
304,31,44,10,4,2022
305,1,44,11,4,2022
306,2,44,11,4,2022
307,3,44,11,4,2022
308,4,44,11,4,2022
309,5,44,11,4,2022
310,6,44,11,4,2022
311,7,45,11,4,2022
312,8,45,11,4,2022
313,9,45,11,4,2022
314,10,45,11,4,2022
315,11,45,11,4,2022
316,12,45,11,4,2022
317,13,45,11,4,2022
318,14,46,11,4,2022
319,15,46,11,4,2022
320,16,46,11,4,2022
321,17,46,11,4,2022
322,18,46,11,4,2022
323,19,46,11,4,2022
324,20,46,11,4,2022
325,21,47,11,4,2022
326,22,47,11,4,2022
327,23,47,11,4,2022
328,24,47,11,4,2022
329,25,47,11,4,2022
330,26,47,11,4,2022
331,27,47,11,4,2022
332,28,48,11,4,2022
333,29,48,11,4,2022
334,30,48,11,4,2022
335,1,48,12,4,2022
336,2,48,12,4,2022
337,3,48,12,4,2022
338,4,48,12,4,2022
339,5,49,12,4,2022
340,6,49,12,4,2022
341,7,49,12,4,2022
342,8,49,12,4,2022
343,9,49,12,4,2022
344,10,49,12,4,2022
345,11,49,12,4,2022
346,12,50,12,4,2022
347,13,50,12,4,2022
348,14,50,12,4,2022
349,15,50,12,4,2022
350,16,50,12,4,2022
351,17,50,12,4,2022
352,18,50,12,4,2022
353,19,51,12,4,2022
354,20,51,12,4,2022
355,21,51,12,4,2022
356,22,51,12,4,2022
357,23,51,12,4,2022
358,24,51,12,4,2022
359,25,51,12,4,2022
360,26,52,12,4,2022
361,27,52,12,4,2022
362,28,52,12,4,2022
363,29,52,12,4,2022
364,30,52,12,4,2022
365,31,52,12,4,2022
366,1,52,1,1,2023
367,2,1,1,1,2023
368,3,1,1,1,2023
369,4,1,1,1,2023
370,5,1,1,1,2023
371,6,1,1,1,2023
372,7,1,1,1,2023
373,8,1,1,1,2023
374,9,2,1,1,2023
375,10,2,1,1,2023
376,11,2,1,1,2023
377,12,2,1,1,2023
378,13,2,1,1,2023
379,14,2,1,1,2023
380,15,2,1,1,2023
381,16,3,1,1,2023
382,17,3,1,1,2023
383,18,3,1,1,2023
384,19,3,1,1,2023
385,20,3,1,1,2023
386,21,3,1,1,2023
387,22,3,1,1,2023
388,23,4,1,1,2023
389,24,4,1,1,2023
390,25,4,1,1,2023
391,26,4,1,1,2023
392,27,4,1,1,2023
393,28,4,1,1,2023
394,29,4,1,1,2023
395,30,5,1,1,2023
396,31,5,1,1,2023
397,1,5,2,1,2023
398,2,5,2,1,2023
399,3,5,2,1,2023
400,4,5,2,1,2023
401,5,5,2,1,2023
402,6,6,2,1,2023
403,7,6,2,1,2023
404,8,6,2,1,2023
405,9,6,2,1,2023
406,10,6,2,1,2023
407,11,6,2,1,2023
408,12,6,2,1,2023
409,13,7,2,1,2023
410,14,7,2,1,2023
411,15,7,2,1,2023
412,16,7,2,1,2023
413,17,7,2,1,2023
414,18,7,2,1,2023
415,19,7,2,1,2023
416,20,8,2,1,2023
417,21,8,2,1,2023
418,22,8,2,1,2023
419,23,8,2,1,2023
420,24,8,2,1,2023
421,25,8,2,1,2023
422,26,8,2,1,2023
423,27,9,2,1,2023
424,28,9,2,1,2023
425,1,9,3,1,2023
426,2,9,3,1,2023
427,3,9,3,1,2023
428,4,9,3,1,2023
429,5,9,3,1,2023
430,6,10,3,1,2023
431,7,10,3,1,2023
432,8,10,3,1,2023
433,9,10,3,1,2023
434,10,10,3,1,2023
435,11,10,3,1,2023
436,12,10,3,1,2023
437,13,11,3,1,2023
438,14,11,3,1,2023
439,15,11,3,1,2023
440,16,11,3,1,2023
441,17,11,3,1,2023
442,18,11,3,1,2023
443,19,11,3,1,2023
444,20,12,3,1,2023
445,21,12,3,1,2023
446,22,12,3,1,2023
447,23,12,3,1,2023
448,24,12,3,1,2023
449,25,12,3,1,2023
450,26,12,3,1,2023
451,27,13,3,1,2023
452,28,13,3,1,2023
453,29,13,3,1,2023
454,30,13,3,1,2023
455,31,13,3,1,2023
456,1,13,4,2,2023
457,2,13,4,2,2023
458,3,14,4,2,2023
459,4,14,4,2,2023
460,5,14,4,2,2023
461,6,14,4,2,2023
462,7,14,4,2,2023
463,8,14,4,2,2023
464,9,14,4,2,2023
465,10,15,4,2,2023
466,11,15,4,2,2023
467,12,15,4,2,2023
468,13,15,4,2,2023
469,14,15,4,2,2023
470,15,15,4,2,2023
471,16,15,4,2,2023
472,17,16,4,2,2023
473,18,16,4,2,2023
474,19,16,4,2,2023
475,20,16,4,2,2023
476,21,16,4,2,2023
477,22,16,4,2,2023
478,23,16,4,2,2023
479,24,17,4,2,2023
480,25,17,4,2,2023
481,26,17,4,2,2023
482,27,17,4,2,2023
483,28,17,4,2,2023
484,29,17,4,2,2023
485,30,17,4,2,2023
486,1,18,5,2,2023
487,2,18,5,2,2023
488,3,18,5,2,2023
489,4,18,5,2,2023
490,5,18,5,2,2023
491,6,18,5,2,2023
492,7,18,5,2,2023
493,8,19,5,2,2023
494,9,19,5,2,2023
495,10,19,5,2,2023
496,11,19,5,2,2023
497,12,19,5,2,2023
498,13,19,5,2,2023
499,14,19,5,2,2023
500,15,20,5,2,2023
501,16,20,5,2,2023
502,17,20,5,2,2023
503,18,20,5,2,2023
504,19,20,5,2,2023
505,20,20,5,2,2023
506,21,20,5,2,2023
507,22,21,5,2,2023
508,23,21,5,2,2023
509,24,21,5,2,2023
510,25,21,5,2,2023
511,26,21,5,2,2023
512,27,21,5,2,2023
513,28,21,5,2,2023
514,29,22,5,2,2023
515,30,22,5,2,2023
516,31,22,5,2,2023
517,1,22,6,2,2023
518,2,22,6,2,2023
519,3,22,6,2,2023
520,4,22,6,2,2023
521,5,23,6,2,2023
522,6,23,6,2,2023
523,7,23,6,2,2023
524,8,23,6,2,2023
525,9,23,6,2,2023
526,10,23,6,2,2023
527,11,23,6,2,2023
528,12,24,6,2,2023
529,13,24,6,2,2023
530,14,24,6,2,2023
531,15,24,6,2,2023
532,16,24,6,2,2023
533,17,24,6,2,2023
534,18,24,6,2,2023
535,19,25,6,2,2023
536,20,25,6,2,2023
537,21,25,6,2,2023
538,22,25,6,2,2023
539,23,25,6,2,2023
540,24,25,6,2,2023
541,25,25,6,2,2023
542,26,26,6,2,2023
543,27,26,6,2,2023
544,28,26,6,2,2023
545,29,26,6,2,2023
546,30,26,6,2,2023
547,1,26,7,3,2023
548,2,26,7,3,2023
549,3,27,7,3,2023
550,4,27,7,3,2023
551,5,27,7,3,2023
552,6,27,7,3,2023
553,7,27,7,3,2023
554,8,27,7,3,2023
555,9,27,7,3,2023
556,10,28,7,3,2023
557,11,28,7,3,2023
558,12,28,7,3,2023
559,13,28,7,3,2023
560,14,28,7,3,2023
561,15,28,7,3,2023
562,16,28,7,3,2023
563,17,29,7,3,2023
564,18,29,7,3,2023
565,19,29,7,3,2023
566,20,29,7,3,2023
567,21,29,7,3,2023
568,22,29,7,3,2023
569,23,29,7,3,2023
570,24,30,7,3,2023
571,25,30,7,3,2023
572,26,30,7,3,2023
573,27,30,7,3,2023
574,28,30,7,3,2023
575,29,30,7,3,2023
576,30,30,7,3,2023
577,31,31,7,3,2023
578,1,31,8,3,2023
579,2,31,8,3,2023
580,3,31,8,3,2023
581,4,31,8,3,2023
582,5,31,8,3,2023
583,6,31,8,3,2023
584,7,32,8,3,2023
585,8,32,8,3,2023
586,9,32,8,3,2023
587,10,32,8,3,2023
588,11,32,8,3,2023
589,12,32,8,3,2023
590,13,32,8,3,2023
591,14,33,8,3,2023
592,15,33,8,3,2023
593,16,33,8,3,2023
594,17,33,8,3,2023
595,18,33,8,3,2023
596,19,33,8,3,2023
597,20,33,8,3,2023
598,21,34,8,3,2023
599,22,34,8,3,2023
600,23,34,8,3,2023
601,24,34,8,3,2023
602,25,34,8,3,2023
603,26,34,8,3,2023
604,27,34,8,3,2023
605,28,35,8,3,2023
606,29,35,8,3,2023
607,30,35,8,3,2023
608,31,35,8,3,2023
609,1,35,9,3,2023
610,2,35,9,3,2023
611,3,35,9,3,2023
612,4,36,9,3,2023
613,5,36,9,3,2023
614,6,36,9,3,2023
615,7,36,9,3,2023
616,8,36,9,3,2023
617,9,36,9,3,2023
618,10,36,9,3,2023
619,11,37,9,3,2023
620,12,37,9,3,2023
621,13,37,9,3,2023
622,14,37,9,3,2023
623,15,37,9,3,2023
624,16,37,9,3,2023
625,17,37,9,3,2023
626,18,38,9,3,2023
627,19,38,9,3,2023
628,20,38,9,3,2023
629,21,38,9,3,2023
630,22,38,9,3,2023
631,23,38,9,3,2023
632,24,38,9,3,2023
633,25,39,9,3,2023
634,26,39,9,3,2023
635,27,39,9,3,2023
636,28,39,9,3,2023
637,29,39,9,3,2023
638,30,39,9,3,2023
639,1,39,10,4,2023
640,2,40,10,4,2023
641,3,40,10,4,2023
642,4,40,10,4,2023
643,5,40,10,4,2023
644,6,40,10,4,2023
645,7,40,10,4,2023
646,8,40,10,4,2023
647,9,41,10,4,2023
648,10,41,10,4,2023
649,11,41,10,4,2023
650,12,41,10,4,2023
651,13,41,10,4,2023
652,14,41,10,4,2023
653,15,41,10,4,2023
654,16,42,10,4,2023
655,17,42,10,4,2023
656,18,42,10,4,2023
657,19,42,10,4,2023
658,20,42,10,4,2023
659,21,42,10,4,2023
660,22,42,10,4,2023
661,23,43,10,4,2023
662,24,43,10,4,2023
663,25,43,10,4,2023
664,26,43,10,4,2023
665,27,43,10,4,2023
666,28,43,10,4,2023
667,29,43,10,4,2023
668,30,44,10,4,2023
669,31,44,10,4,2023
670,1,44,11,4,2023
671,2,44,11,4,2023
672,3,44,11,4,2023
673,4,44,11,4,2023
674,5,44,11,4,2023
675,6,45,11,4,2023
676,7,45,11,4,2023
677,8,45,11,4,2023
678,9,45,11,4,2023
679,10,45,11,4,2023
680,11,45,11,4,2023
681,12,45,11,4,2023
682,13,46,11,4,2023
683,14,46,11,4,2023
684,15,46,11,4,2023
685,16,46,11,4,2023
686,17,46,11,4,2023
687,18,46,11,4,2023
688,19,46,11,4,2023
689,20,47,11,4,2023
690,21,47,11,4,2023
691,22,47,11,4,2023
692,23,47,11,4,2023
693,24,47,11,4,2023
694,25,47,11,4,2023
695,26,47,11,4,2023
696,27,48,11,4,2023
697,28,48,11,4,2023
698,29,48,11,4,2023
699,30,48,11,4,2023
700,1,48,12,4,2023
701,2,48,12,4,2023
702,3,48,12,4,2023
703,4,49,12,4,2023
704,5,49,12,4,2023
705,6,49,12,4,2023
706,7,49,12,4,2023
707,8,49,12,4,2023
708,9,49,12,4,2023
709,10,49,12,4,2023
710,11,50,12,4,2023
711,12,50,12,4,2023
712,13,50,12,4,2023
713,14,50,12,4,2023
714,15,50,12,4,2023
715,16,50,12,4,2023
716,17,50,12,4,2023
717,18,51,12,4,2023
718,19,51,12,4,2023
719,20,51,12,4,2023
720,21,51,12,4,2023
721,22,51,12,4,2023
722,23,51,12,4,2023
723,24,51,12,4,2023
724,25,52,12,4,2023
725,26,52,12,4,2023
726,27,52,12,4,2023
727,28,52,12,4,2023
728,29,52,12,4,2023
729,30,52,12,4,2023
730,31,52,12,4,2023
731,1,1,1,1,2024
732,2,1,1,1,2024
733,3,1,1,1,2024
734,4,1,1,1,2024
735,5,1,1,1,2024
736,6,1,1,1,2024
737,7,1,1,1,2024
738,8,2,1,1,2024
739,9,2,1,1,2024
740,10,2,1,1,2024
741,11,2,1,1,2024
742,12,2,1,1,2024
743,13,2,1,1,2024
744,14,2,1,1,2024
745,15,3,1,1,2024
746,16,3,1,1,2024
747,17,3,1,1,2024
748,18,3,1,1,2024
749,19,3,1,1,2024
750,20,3,1,1,2024
751,21,3,1,1,2024
752,22,4,1,1,2024
753,23,4,1,1,2024
754,24,4,1,1,2024
755,25,4,1,1,2024
756,26,4,1,1,2024
757,27,4,1,1,2024
758,28,4,1,1,2024
759,29,5,1,1,2024
760,30,5,1,1,2024
761,31,5,1,1,2024
762,1,5,2,1,2024
763,2,5,2,1,2024
764,3,5,2,1,2024
765,4,5,2,1,2024
766,5,6,2,1,2024
767,6,6,2,1,2024
768,7,6,2,1,2024
769,8,6,2,1,2024
770,9,6,2,1,2024
771,10,6,2,1,2024
772,11,6,2,1,2024
773,12,7,2,1,2024
774,13,7,2,1,2024
775,14,7,2,1,2024
776,15,7,2,1,2024
777,16,7,2,1,2024
778,17,7,2,1,2024
779,18,7,2,1,2024
780,19,8,2,1,2024
781,20,8,2,1,2024
782,21,8,2,1,2024
783,22,8,2,1,2024
784,23,8,2,1,2024
785,24,8,2,1,2024
786,25,8,2,1,2024
787,26,9,2,1,2024
788,27,9,2,1,2024
789,28,9,2,1,2024
790,29,9,2,1,2024
791,1,9,3,1,2024
792,2,9,3,1,2024
793,3,9,3,1,2024
794,4,10,3,1,2024
795,5,10,3,1,2024
796,6,10,3,1,2024
797,7,10,3,1,2024
798,8,10,3,1,2024
799,9,10,3,1,2024
800,10,10,3,1,2024
801,11,11,3,1,2024
802,12,11,3,1,2024
803,13,11,3,1,2024
804,14,11,3,1,2024
805,15,11,3,1,2024
806,16,11,3,1,2024
807,17,11,3,1,2024
808,18,12,3,1,2024
809,19,12,3,1,2024
810,20,12,3,1,2024
811,21,12,3,1,2024
812,22,12,3,1,2024
813,23,12,3,1,2024
814,24,12,3,1,2024
815,25,13,3,1,2024
816,26,13,3,1,2024
817,27,13,3,1,2024
818,28,13,3,1,2024
819,29,13,3,1,2024
820,30,13,3,1,2024
821,31,13,3,1,2024
822,1,14,4,2,2024
823,2,14,4,2,2024
824,3,14,4,2,2024
825,4,14,4,2,2024
826,5,14,4,2,2024
827,6,14,4,2,2024
828,7,14,4,2,2024
829,8,15,4,2,2024
830,9,15,4,2,2024
831,10,15,4,2,2024
832,11,15,4,2,2024
833,12,15,4,2,2024
834,13,15,4,2,2024
835,14,15,4,2,2024
836,15,16,4,2,2024
837,16,16,4,2,2024
838,17,16,4,2,2024
839,18,16,4,2,2024
840,19,16,4,2,2024
841,20,16,4,2,2024
842,21,16,4,2,2024
843,22,17,4,2,2024
844,23,17,4,2,2024
845,24,17,4,2,2024
846,25,17,4,2,2024
847,26,17,4,2,2024
848,27,17,4,2,2024
849,28,17,4,2,2024
850,29,18,4,2,2024
851,30,18,4,2,2024
852,1,18,5,2,2024
853,2,18,5,2,2024
854,3,18,5,2,2024
855,4,18,5,2,2024
856,5,18,5,2,2024
857,6,19,5,2,2024
858,7,19,5,2,2024
859,8,19,5,2,2024
860,9,19,5,2,2024
861,10,19,5,2,2024
862,11,19,5,2,2024
863,12,19,5,2,2024
864,13,20,5,2,2024
865,14,20,5,2,2024
866,15,20,5,2,2024
867,16,20,5,2,2024
868,17,20,5,2,2024
869,18,20,5,2,2024
870,19,20,5,2,2024
871,20,21,5,2,2024
872,21,21,5,2,2024
873,22,21,5,2,2024
874,23,21,5,2,2024
875,24,21,5,2,2024
876,25,21,5,2,2024
877,26,21,5,2,2024
878,27,22,5,2,2024
879,28,22,5,2,2024
880,29,22,5,2,2024
881,30,22,5,2,2024
882,31,22,5,2,2024
883,1,22,6,2,2024
884,2,22,6,2,2024
885,3,23,6,2,2024
886,4,23,6,2,2024
887,5,23,6,2,2024
888,6,23,6,2,2024
889,7,23,6,2,2024
890,8,23,6,2,2024
891,9,23,6,2,2024
892,10,24,6,2,2024
893,11,24,6,2,2024
894,12,24,6,2,2024
895,13,24,6,2,2024
896,14,24,6,2,2024
897,15,24,6,2,2024
898,16,24,6,2,2024
899,17,25,6,2,2024
900,18,25,6,2,2024
901,19,25,6,2,2024
902,20,25,6,2,2024
903,21,25,6,2,2024
904,22,25,6,2,2024
905,23,25,6,2,2024
906,24,26,6,2,2024
907,25,26,6,2,2024
908,26,26,6,2,2024
909,27,26,6,2,2024
910,28,26,6,2,2024
911,29,26,6,2,2024
912,30,26,6,2,2024
913,1,27,7,3,2024
914,2,27,7,3,2024
915,3,27,7,3,2024
916,4,27,7,3,2024
917,5,27,7,3,2024
918,6,27,7,3,2024
919,7,27,7,3,2024
920,8,28,7,3,2024
921,9,28,7,3,2024
922,10,28,7,3,2024
923,11,28,7,3,2024
924,12,28,7,3,2024
925,13,28,7,3,2024
926,14,28,7,3,2024
927,15,29,7,3,2024
928,16,29,7,3,2024
929,17,29,7,3,2024
930,18,29,7,3,2024
931,19,29,7,3,2024
932,20,29,7,3,2024
933,21,29,7,3,2024
934,22,30,7,3,2024
935,23,30,7,3,2024
936,24,30,7,3,2024
937,25,30,7,3,2024
938,26,30,7,3,2024
939,27,30,7,3,2024
940,28,30,7,3,2024
941,29,31,7,3,2024
942,30,31,7,3,2024
943,31,31,7,3,2024
944,1,31,8,3,2024
945,2,31,8,3,2024
946,3,31,8,3,2024
947,4,31,8,3,2024
948,5,32,8,3,2024
949,6,32,8,3,2024
950,7,32,8,3,2024
951,8,32,8,3,2024
952,9,32,8,3,2024
953,10,32,8,3,2024
954,11,32,8,3,2024
955,12,33,8,3,2024
956,13,33,8,3,2024
957,14,33,8,3,2024
958,15,33,8,3,2024
959,16,33,8,3,2024
960,17,33,8,3,2024
961,18,33,8,3,2024
962,19,34,8,3,2024
963,20,34,8,3,2024
964,21,34,8,3,2024
965,22,34,8,3,2024
966,23,34,8,3,2024
967,24,34,8,3,2024
968,25,34,8,3,2024
969,26,35,8,3,2024
970,27,35,8,3,2024
971,28,35,8,3,2024
972,29,35,8,3,2024
973,30,35,8,3,2024
974,31,35,8,3,2024
975,1,35,9,3,2024
976,2,36,9,3,2024
977,3,36,9,3,2024
978,4,36,9,3,2024
979,5,36,9,3,2024
980,6,36,9,3,2024
981,7,36,9,3,2024
982,8,36,9,3,2024
983,9,37,9,3,2024
984,10,37,9,3,2024
985,11,37,9,3,2024
986,12,37,9,3,2024
987,13,37,9,3,2024
988,14,37,9,3,2024
989,15,37,9,3,2024
990,16,38,9,3,2024
991,17,38,9,3,2024
992,18,38,9,3,2024
993,19,38,9,3,2024
994,20,38,9,3,2024
995,21,38,9,3,2024
996,22,38,9,3,2024
997,23,39,9,3,2024
998,24,39,9,3,2024
999,25,39,9,3,2024
1000,26,39,9,3,2024
1001,27,39,9,3,2024
1002,28,39,9,3,2024
1003,29,39,9,3,2024
1004,30,40,9,3,2024
1005,1,40,10,4,2024
1006,2,40,10,4,2024
1007,3,40,10,4,2024
1008,4,40,10,4,2024
1009,5,40,10,4,2024
1010,6,40,10,4,2024
1011,7,41,10,4,2024
1012,8,41,10,4,2024
1013,9,41,10,4,2024
1014,10,41,10,4,2024
1015,11,41,10,4,2024
1016,12,41,10,4,2024
1017,13,41,10,4,2024
1018,14,42,10,4,2024
1019,15,42,10,4,2024
1020,16,42,10,4,2024
1021,17,42,10,4,2024
1022,18,42,10,4,2024
1023,19,42,10,4,2024
1024,20,42,10,4,2024
1025,21,43,10,4,2024
1026,22,43,10,4,2024
1027,23,43,10,4,2024
1028,24,43,10,4,2024
1029,25,43,10,4,2024
1030,26,43,10,4,2024
1031,27,43,10,4,2024
1032,28,44,10,4,2024
1033,29,44,10,4,2024
1034,30,44,10,4,2024
1035,31,44,10,4,2024
1036,1,44,11,4,2024
1037,2,44,11,4,2024
1038,3,44,11,4,2024
1039,4,45,11,4,2024
1040,5,45,11,4,2024
1041,6,45,11,4,2024
1042,7,45,11,4,2024
1043,8,45,11,4,2024
1044,9,45,11,4,2024
1045,10,45,11,4,2024
1046,11,46,11,4,2024
1047,12,46,11,4,2024
1048,13,46,11,4,2024
1049,14,46,11,4,2024
1050,15,46,11,4,2024
1051,16,46,11,4,2024
1052,17,46,11,4,2024
1053,18,47,11,4,2024
1054,19,47,11,4,2024
1055,20,47,11,4,2024
1056,21,47,11,4,2024
1057,22,47,11,4,2024
1058,23,47,11,4,2024
1059,24,47,11,4,2024
1060,25,48,11,4,2024
1061,26,48,11,4,2024
1062,27,48,11,4,2024
1063,28,48,11,4,2024
1064,29,48,11,4,2024
1065,30,48,11,4,2024
1066,1,48,12,4,2024
1067,2,49,12,4,2024
1068,3,49,12,4,2024
